pH,TDS,Turbidity,Temperature,pH_score,TDS_score,Turbidity_score,Temp_score,WQI,Category,Recommended_Use,Safety_Advice,Risk_Level
8.59,1739.5,26.02,35.9,56.5,37.8,26.0,50.6,38.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.61,1754.8,26.26,36.1,55.5,37.4,25.6,49.4,37.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.64,1770.2,26.49,36.4,54.5,36.9,25.3,48.1,36.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.66,1785.5,26.73,36.6,53.5,36.4,24.9,46.9,36.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.69,1800.8,26.96,36.9,52.6,36.0,24.6,45.7,35.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.71,1816.1,27.19,37.1,51.6,35.5,24.2,44.5,35.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.73,1831.5,27.43,37.3,50.6,35.1,23.9,43.3,34.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.76,1846.8,27.66,37.6,49.7,34.6,23.5,42.1,33.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.78,1862.1,27.90,37.8,48.7,34.1,23.2,40.9,33.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.81,1877.4,28.13,38.1,47.7,33.7,22.8,39.7,32.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.83,1892.7,28.36,38.3,46.8,33.2,22.5,38.5,32.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.85,1908.1,28.60,38.5,45.8,32.8,22.1,37.3,31.6,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.88,1923.4,28.83,38.8,44.8,32.3,21.8,36.0,31.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.90,1938.7,29.06,39.0,43.9,31.8,21.4,34.8,30.4,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.93,1954.0,29.30,39.3,42.9,31.4,21.1,33.6,29.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.95,1969.4,29.53,39.5,41.9,30.9,20.7,32.4,29.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
8.98,1984.7,29.77,39.8,41.0,30.5,20.4,31.2,28.6,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
9.00,2000.0,30.00,40.0,40.0,30.0,20.0,30.0,28.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.00,500.0,5.00,20.0,40.0,80.0,80.0,100.0,74.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.01,508.0,5.22,20.1,40.6,79.7,78.7,100.0,73.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.03,516.1,5.44,20.1,41.1,79.4,77.3,100.0,73.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.04,524.1,5.66,20.2,41.7,79.0,76.0,100.0,72.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.06,532.1,5.88,20.3,42.2,78.7,74.7,100.0,71.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.07,540.2,6.10,20.4,42.8,78.4,73.4,100.0,71.4,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.08,548.2,6.33,20.4,43.4,78.1,72.0,100.0,70.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.10,556.2,6.55,20.5,43.9,77.8,70.7,100.0,70.4,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.11,564.3,6.77,20.6,44.5,77.4,69.4,100.0,69.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.13,572.3,6.99,20.7,45.1,77.1,68.1,100.0,69.4,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.14,580.3,7.21,20.7,45.6,76.8,66.7,100.0,68.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.15,588.4,7.43,20.8,46.2,76.5,65.4,100.0,68.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.17,596.4,7.65,20.9,46.7,76.1,64.1,100.0,67.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.18,604.4,7.87,20.9,47.3,75.8,62.8,100.0,67.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.20,612.4,8.09,21.0,47.9,75.5,61.4,100.0,66.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.21,620.5,8.31,21.1,48.4,75.2,60.1,100.0,66.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.22,628.5,8.53,21.2,49.0,74.9,58.8,100.0,65.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.24,636.5,8.76,21.2,49.6,74.5,57.5,100.0,65.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.25,644.6,8.98,21.3,50.1,74.2,56.1,100.0,64.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.27,652.6,9.20,21.4,50.7,73.9,54.8,100.0,64.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.28,660.6,9.42,21.4,51.2,73.6,53.5,100.0,63.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.30,668.7,9.64,21.5,51.8,73.3,52.2,100.0,63.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.31,676.7,9.86,21.6,52.4,72.9,50.8,100.0,62.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.32,684.7,10.08,21.7,52.9,72.6,49.9,100.0,62.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.34,692.8,10.30,21.7,53.5,72.3,49.5,100.0,62.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.35,700.8,10.52,21.8,54.1,72.0,49.2,100.0,62.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.37,708.8,10.74,21.9,54.6,71.6,48.9,100.0,62.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.38,716.9,10.96,22.0,55.2,71.3,48.6,100.0,61.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.39,724.9,11.18,22.0,55.7,71.0,48.2,100.0,61.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.41,732.9,11.41,22.1,56.3,70.7,47.9,100.0,61.6,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.42,741.0,11.63,22.2,56.9,70.4,47.6,100.0,61.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.44,749.0,11.85,22.2,57.4,70.0,47.2,100.0,61.4,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.45,757.0,12.07,22.3,58.0,69.7,46.9,100.0,61.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.46,765.1,12.29,22.4,58.6,69.4,46.6,100.0,61.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.48,773.1,12.51,22.5,59.1,69.1,46.2,100.0,61.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.49,781.1,12.73,22.5,59.7,68.8,45.9,100.0,60.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.51,789.2,12.95,22.6,60.5,68.4,45.6,100.0,60.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.52,797.2,13.17,22.7,61.6,68.1,45.2,100.0,60.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.53,805.2,13.39,22.7,62.7,67.8,44.9,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.55,813.3,13.61,22.8,63.9,67.5,44.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.56,821.3,13.84,22.9,65.0,67.1,44.2,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.58,829.3,14.06,23.0,66.1,66.8,43.9,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.59,837.3,14.28,23.0,67.2,66.5,43.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.60,845.4,14.50,23.1,68.4,66.2,43.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.62,853.4,14.72,23.2,69.5,65.9,42.9,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.63,861.4,14.94,23.3,70.6,65.5,42.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.65,869.5,15.16,23.3,71.7,65.2,42.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.66,877.5,15.38,23.4,72.9,64.9,41.9,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.67,885.5,15.60,23.5,74.0,64.6,41.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.69,893.6,15.82,23.5,75.1,64.3,41.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.70,901.6,16.04,23.6,76.2,63.9,40.9,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.72,909.6,16.27,23.7,77.3,63.6,40.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.73,917.7,16.49,23.8,78.5,63.3,40.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.74,925.7,16.71,23.8,79.6,63.0,39.9,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.76,933.7,16.93,23.9,80.7,62.7,39.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.77,941.8,17.15,24.0,81.8,62.3,39.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.79,949.8,17.37,24.0,83.0,62.0,38.9,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.80,957.8,17.59,24.1,84.1,61.7,38.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.82,965.9,17.81,24.2,85.2,61.4,38.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.83,973.9,18.03,24.3,86.3,61.0,38.0,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.84,981.9,18.25,24.3,87.5,60.7,37.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.86,990.0,18.47,24.4,88.6,60.4,37.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.87,998.0,18.69,24.5,89.7,60.1,37.0,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.89,1006.0,18.92,24.6,90.8,59.8,36.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.90,1014.1,19.14,24.6,92.0,59.6,36.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.91,1022.1,19.36,24.7,93.1,59.3,36.0,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.93,1030.1,19.58,24.8,94.2,59.1,35.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.94,1038.2,19.80,24.8,95.3,58.9,35.3,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.96,1046.2,20.02,24.9,96.5,58.6,35.0,100.0,60.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.97,1054.2,20.24,25.0,97.6,58.4,34.6,100.0,60.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
6.98,1062.2,20.46,25.1,98.7,58.1,34.3,100.0,60.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.00,1070.3,20.68,25.1,99.8,57.9,34.0,100.0,60.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.01,1078.3,20.90,25.2,100.0,57.7,33.6,100.0,60.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.03,1086.3,21.12,25.3,100.0,57.4,33.3,100.0,60.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.04,1094.4,21.35,25.3,100.0,57.2,33.0,100.0,60.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.05,1102.4,21.57,25.4,100.0,56.9,32.7,100.0,60.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.07,1110.4,21.79,25.5,100.0,56.7,32.3,100.0,59.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.08,1118.5,22.01,25.6,100.0,56.4,32.0,100.0,59.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.10,1126.5,22.23,25.6,100.0,56.2,31.7,100.0,59.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.11,1134.5,22.45,25.7,100.0,56.0,31.3,100.0,59.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.12,1142.6,22.67,25.8,100.0,55.7,31.0,100.0,59.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.14,1150.6,22.89,25.9,100.0,55.5,30.7,100.0,58.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.15,1158.6,23.11,25.9,100.0,55.2,30.3,100.0,58.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.17,1166.7,23.33,26.0,100.0,55.0,30.0,100.0,58.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.18,1174.7,23.55,26.1,100.0,54.8,29.7,100.0,58.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.19,1182.7,23.78,26.1,100.0,54.5,29.3,100.0,58.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.21,1190.8,24.00,26.2,100.0,54.3,29.0,100.0,57.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.22,1198.8,24.22,26.3,100.0,54.0,28.7,100.0,57.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.24,1206.8,24.44,26.4,100.0,53.8,28.3,100.0,57.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.25,1214.9,24.66,26.4,100.0,53.6,28.0,100.0,57.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.27,1222.9,24.88,26.5,100.0,53.3,27.7,100.0,57.1,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.28,1230.9,25.10,26.6,100.0,53.1,27.3,100.0,56.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.29,1239.0,25.32,26.7,100.0,52.8,27.0,100.0,56.7,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.31,1247.0,25.54,26.7,100.0,52.6,26.7,100.0,56.5,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.32,1255.0,25.76,26.8,100.0,52.3,26.4,100.0,56.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.34,1263.1,25.98,26.9,100.0,52.1,26.0,100.0,56.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.35,1271.1,26.20,26.9,100.0,51.9,25.7,100.0,55.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.36,1279.1,26.43,27.0,100.0,51.6,25.4,100.0,55.6,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.38,1287.1,26.65,27.1,100.0,51.4,25.0,100.0,55.4,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.39,1295.2,26.87,27.2,100.0,51.1,24.7,100.0,55.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.41,1303.2,27.09,27.2,100.0,50.9,24.4,100.0,55.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.42,1311.2,27.31,27.3,100.0,50.7,24.0,100.0,54.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.43,1319.3,27.53,27.4,100.0,50.4,23.7,100.0,54.6,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.45,1327.3,27.75,27.4,100.0,50.2,23.4,100.0,54.4,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.46,1335.3,27.97,27.5,100.0,49.9,23.0,100.0,54.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.48,1343.4,28.19,27.6,100.0,49.7,22.7,100.0,54.0,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.49,1351.4,28.41,27.7,100.0,49.5,22.4,100.0,53.8,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.50,1359.4,28.63,27.7,99.8,49.2,22.0,100.0,53.6,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.52,1367.5,28.86,27.8,99.3,49.0,21.7,100.0,53.2,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.53,1375.5,29.08,27.9,98.7,48.7,21.4,100.0,52.9,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.55,1383.5,29.30,28.0,98.2,48.5,21.1,100.0,52.6,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
7.56,1391.6,29.52,28.0,97.6,48.3,20.7,99.8,52.3,2,Washing clothes/dishes/bathing,"Suitable for laundry, dishwashing, bathing. Pre-filter if turbid. Not recommended for drinking without advanced treatment.",Medium
